Record_ID,Timestamp,Building,Floor,Zone,Connected_Users,Bandwidth_Usage_MB,Download_Speed_Mbps,Upload_Speed_Mbps,Latency_ms,Packet_Loss_Percent,Signal_Strength_dBm,Weather,Event_Occurring,Congestion_Status,Traffic_Level,Network_Health
160,2025-02-28 09:22:00,AMENITY,GROUND,Music Room,95,1136.11,97.75,51.25,69.75,3.49,-68.0,Cloudy,No_Event,Low,Light,Good
161,2025-03-01 21:11:00,BUS_AREA,GROUND,Bus Bay,98,1352.95,96.1,50.5,71.7,3.88,-38.0,Rainy,Culturals,Low,Light,Good
162,2025-12-28 11:47:00,AI_BLOCK,FLOOR2,Classroom,155,2159.88,64.75,36.25,108.75,5.52,-50.0,Rainy,Thiran,Medium,Moderate,Poor
163,2025-02-24 08:09:00,AI_BLOCK,FLOOR2,Synapse Studio,69,978.3,112.05,57.75,52.85,1.88,-79.0,Cloudy,No_Event,Low,Light,Excellent
164,2025-05-12 06:04:00,MECH_BLOCK,FLOOR1,Classroom,105,901.25,92.25,48.75,76.25,3.83,-40.0,Sunny,Freshwarite,Medium,Moderate,Good
165,2025-12-28 11:51:00,MECH_BLOCK,FLOOR3,Lab,212,2302.29,33.4,22.0,145.8,6.3,-75.0,Rainy,No_Event,High,Heavy,Poor
166,2025-05-05 00:29:00,AI_BLOCK,GROUND,AI Lab,102,971.99,93.9,49.5,74.3,2.9,-44.0,Rainy,FlashMob,Medium,Moderate,Good
167,2025-11-01 16:35:00,AMENITY,GROUND,Music Room,103,1274.48,93.35,49.25,74.95,2.69,-71.0,Cloudy,No_Event,Medium,Moderate,Good
168,2025-06-26 08:53:00,MAIN_BLOCK,GROUND,Library,89,1327.11,101.05,52.75,65.85,3.63,-69.0,Cloudy,Culturals,Low,Light,Good
169,2025-01-22 22:38:00,MECH_BLOCK,GROUND,CAD Lab,114,1385.06,87.3,46.5,82.1,3.67,-47.0,Rainy,No_Event,Medium,Moderate,Good
170,2025-05-28 22:30:00,AMENITY,GROUND,Music Room,68,832.53,95.55,58.0,52.2,2.3,-79.0,Rainy,Freshwarite,Low,Light,Excellent
171,2025-08-07 08:51:00,MECH_BLOCK,FLOOR1,Classroom,95,939.65,97.75,51.25,69.75,4.29,-65.0,Cloudy,No_Event,Low,Light,Good
172,2025-09-09 11:30:00,AI_BLOCK,FLOOR1,ML Lab,92,817.57,99.4,52.0,67.8,3.79,-47.0,Sunny,No_Event,Low,Light,Good
173,2025-08-28 11:35:00,AI_BLOCK,FLOOR2,Classroom,194,1519.66,43.3,26.5,134.1,4.56,-73.0,Cloudy,Culturals,High,Heavy,Poor
174,2025-08-28 15:54:00,MECH_BLOCK,FLOOR2,Library,142,1870.31,71.9,39.5,100.3,3.93,-57.0,Cloudy,No_Event,Medium,Moderate,Poor
175,2025-08-18 19:04:00,MAIN_BLOCK,GROUND,Classroom,56,642.08,119.2,61.0,44.4,2.12,-72.0,Cloudy,Freshwarite,Low,Light,Excellent
176,2025-06-26 15:06:00,AI_BLOCK,FLOOR2,GenAI Lab,161,1070.98,61.45,34.75,112.65,4.5,-50.0,Sunny,No_Event,Medium,Moderate,Poor
177,2025-01-05 06:34:00,HOSTEL_GIRLS,GROUND,Hostel,72,1049.32,110.4,57.0,54.8,3.76,-70.0,Sunny,FlashMob,Low,Light,Excellent
178,2025-10-31 05:04:00,AI_BLOCK,FLOOR2,GenAI Lab,59,537.73,117.55,60.25,46.35,3.23,-48.0,Sunny,Thiran,Low,Light,Excellent
179,2025-07-06 11:12:00,MAIN_BLOCK,GROUND,Chemistry Lab,195,1228.27,42.75,26.25,134.75,4.56,-59.0,Sunny,FlashMob,High,Heavy,Poor
180,2025-02-05 07:41:00,MAIN_BLOCK,GROUND,Chemistry Lab,54,421.27,120.3,61.5,43.1,1.91,-41.0,Cloudy,No_Event,Low,Light,Excellent
181,2025-10-02 09:41:00,MECH_BLOCK,GROUND,FABLAB,193,1677.08,43.85,26.75,133.45,6.23,-73.0,Sunny,Thiran,High,Heavy,Poor
182,2025-10-10 12:45:00,AMENITY,GROUND,Food Court,508,5779.66,8.0,5.0,338.2,12.23,-78.0,Rainy,Freshwarite,High,Heavy,Poor
183,2025-09-17 12:26:00,MECH_BLOCK,FLOOR1,Classroom,112,832.82,88.4,47.0,80.8,4.48,-62.0,Cloudy,Thiran,Medium,Moderate,Good
184,2025-01-20 17:00:00,MAIN_BLOCK,FLOOR2,Computer Lab,94,600.94,98.3,51.5,69.1,2.7,-75.0,Rainy,No_Event,Low,Light,Good
185,2025-04-28 00:04:00,AI_BLOCK,GROUND,Robospace,67,522.32,113.15,58.25,51.55,3.2,-52.0,Sunny,No_Event,Low,Light,Excellent
186,2025-12-08 13:52:00,MECH_BLOCK,FLOOR2,Library,157,1991.44,63.65,35.75,110.05,4.49,-77.0,Rainy,No_Event,Medium,Moderate,Poor
187,2025-10-28 10:59:00,AMENITY,GROUND,Food Court,90,1008.73,100.5,52.5,66.5,3.18,-47.0,Cloudy,No_Event,Low,Light,Good
188,2025-07-20 18:22:00,MAIN_BLOCK,GROUND,Chemistry Lab,45,535.28,125.25,63.75,37.25,3.38,-69.0,Cloudy,No_Event,Low,Light,Excellent
189,2025-06-30 15:16:00,MAIN_BLOCK,GROUND,Classroom,102,984.07,93.9,49.5,74.3,3.74,-39.0,Rainy,No_Event,Medium,Moderate,Good
190,2025-07-25 01:26:00,MECH_BLOCK,FLOOR1,Classroom,77,803.15,107.65,55.75,58.05,2.53,-67.0,Sunny,No_Event,Low,Light,Excellent
191,2025-03-12 10:59:00,AI_BLOCK,FLOOR2,Classroom,175,1665.95,53.75,31.25,121.75,5.94,-79.0,Cloudy,Freshwarite,Medium,Moderate,Poor
192,2025-04-11 13:52:00,MAIN_BLOCK,FLOOR1,Classroom,146,1186.17,69.7,38.5,102.9,3.57,-67.0,Sunny,Freshwarite,Medium,Moderate,Poor
193,2025-05-21 12:12:00,MECH_BLOCK,FLOOR2,Lab,94,774.41,98.3,51.5,69.1,3.61,-80.0,Cloudy,FlashMob,Low,Light,Good
194,2025-05-31 03:04:00,AI_BLOCK,FLOOR1,ML Lab,86,1029.78,102.7,53.5,63.9,3.17,-37.0,Rainy,No_Event,Low,Light,Good
195,2025-11-16 18:54:00,AMENITY,GROUND,Food Court,117,762.11,85.65,45.75,84.05,3.9,-61.0,Cloudy,No_Event,Medium,Moderate,Good
196,2025-04-21 01:32:00,AI_BLOCK,FLOOR3,Cyber Lab,74,745.16,109.3,56.5,56.1,3.85,-76.0,Sunny,Freshwarite,Low,Light,Excellent
197,2025-07-25 15:41:00,BUS_AREA,GROUND,Bus Bay,92,949.35,99.4,52.0,67.8,3.71,-47.0,Cloudy,No_Event,Low,Light,Good
198,2025-04-12 17:10:00,AI_BLOCK,FLOOR2,Classroom,82,852.77,104.9,54.5,61.3,3.47,-61.0,Rainy,Culturals,Low,Light,Good
199,2025-07-24 15:40:00,AI_BLOCK,FLOOR2,Synapse Studio,310,2121.98,8.0,5.0,209.5,8.05,-58.0,Cloudy,Freshwarite,High,Heavy,Poor
200,2025-02-03 13:20:00,MAIN_BLOCK,FLOOR1,Classroom,121,745.07,83.45,44.75,86.65,3.41,-55.0,Rainy,Freshwarite,Medium,Moderate,Good
201,2025-11-15 18:54:00,MAIN_BLOCK,FLOOR2,Computer Lab,85,1212.79,103.25,53.75,63.25,3.4,-50.0,Sunny,Culturals,Low,Light,Good
202,2025-07-15 14:12:00,MECH_BLOCK,FLOOR2,Lab,158,1174.51,63.1,35.5,110.7,4.87,-58.0,Sunny,FlashMob,Medium,Moderate,Poor
203,2025-12-30 01:48:00,BUS_AREA,GROUND,Bus Bay,114,1585.36,87.3,46.5,82.1,3.59,-77.0,Rainy,FlashMob,Medium,Moderate,Good
204,2025-01-26 05:21:00,AI_BLOCK,GROUND,AI Lab,62,615.06,115.9,59.5,48.3,3.38,-57.0,Cloudy,FlashMob,Low,Light,Excellent
205,2025-02-06 01:24:00,MAIN_BLOCK,FLOOR2,IT Project Lab,115,1321.18,86.75,46.25,82.75,3.93,-62.0,Rainy,No_Event,Medium,Moderate,Good
206,2025-05-29 21:52:00,AMENITY,GROUND,Music Room,74,595.36,109.3,56.5,56.1,2.13,-46.0,Sunny,No_Event,Low,Light,Excellent
207,2025-11-11 21:29:00,MAIN_BLOCK,FLOOR2,Computer Lab,42,457.01,126.9,64.5,35.3,3.24,-79.0,Cloudy,FlashMob,Low,Light,Excellent
208,2025-01-22 18:28:00,MAIN_BLOCK,FLOOR2,Code Studio,51,374.39,121.95,62.25,41.15,2.57,-66.0,Sunny,FlashMob,Low,Light,Excellent
209,2025-08-22 06:34:00,MECH_BLOCK,FLOOR2,Library,85,1059.36,103.25,53.75,63.25,4.11,-36.0,Rainy,Thiran,Low,Light,Good
210,2025-02-11 02:22:00,AI_BLOCK,FLOOR1,Classroom,75,1075.75,108.75,56.25,56.75,2.12,-60.0,Sunny,FlashMob,Low,Light,Excellent
211,2025-06-29 12:37:00,MECH_BLOCK,GROUND,Lab,234,1944.77,21.3,16.5,160.1,5.75,-54.0,Rainy,No_Event,High,Heavy,Poor
212,2025-05-22 07:42:00,AMENITY,GROUND,Music Room,55,374.37,119.75,61.25,43.75,3.04,-79.0,Rainy,Culturals,Low,Light,Excellent
213,2025-06-28 17:28:00,MECH_BLOCK,GROUND,Lab,113,1491.38,87.85,46.75,81.45,3.13,-39.0,Cloudy,Freshwarite,Medium,Moderate,Good
214,2025-09-09 13:26:00,AI_BLOCK,FLOOR1,ML Lab,168,1804.07,57.6,33.0,117.2,4.08,-68.0,Cloudy,No_Event,Medium,Moderate,Poor
215,2025-10-17 12:05:00,AI_BLOCK,FLOOR2,GenAI Lab,123,972.73,82.35,44.25,87.95,4.18,-39.0,Sunny,Thiran,Medium,Moderate,Good
216,2025-06-11 12:41:00,MAIN_BLOCK,FLOOR2,Computer Lab,206,2593.05,36.7,23.5,141.9,6.32,-42.0,Rainy,No_Event,High,Heavy,Poor
217,2025-08-16 15:45:00,MAIN_BLOCK,FLOOR3,Classroom,175,1717.71,53.75,31.25,121.75,4.31,-46.0,Rainy,No_Event,Medium,Moderate,Poor
218,2025-02-04 02:24:00,BUS_AREA,GROUND,Bus Bay,54,435.9,120.3,61.5,43.1,1.99,-70.0,Cloudy,No_Event,Low,Light,Excellent
219,2025-05-23 21:28:00,MAIN_BLOCK,FLOOR3,Classroom,64,952.96,114.8,59.0,49.6,2.05,-60.0,Cloudy,FlashMob,Low,Light,Excellent
220,2025-03-07 06:58:00,AI_BLOCK,GROUND,Robospace,78,976.61,107.1,55.5,58.7,2.09,-57.0,Cloudy,Thiran,Low,Light,Excellent
221,2025-07-25 13:57:00,AI_BLOCK,GROUND,AI Lab,144,1700.3,70.8,39.0,101.6,4.57,-72.0,Cloudy,Freshwarite,Medium,Moderate,Poor
222,2025-02-07 22:24:00,MAIN_BLOCK,FLOOR2,Computer Lab,80,924.35,106.0,55.0,60.0,2.98,-79.0,Rainy,Thiran,Low,Light,Good
223,2025-11-17 07:07:00,MAIN_BLOCK,FLOOR1,Classroom,47,654.27,124.15,63.25,38.55,2.74,-37.0,Rainy,No_Event,Low,Light,Excellent
224,2025-06-09 03:49:00,MAIN_BLOCK,GROUND,Classroom,83,992.39,104.35,54.25,61.95,3.28,-47.0,Cloudy,Freshwarite,Low,Light,Good
225,2025-12-18 03:09:00,AI_BLOCK,FLOOR2,Synapse Studio,108,818.39,90.6,48.0,78.2,4.04,-65.0,Cloudy,No_Event,Medium,Moderate,Good
226,2025-03-28 19:02:00,MARIO,GROUND,Snack Corner,42,602.47,126.9,64.5,35.3,1.81,-53.0,Sunny,Culturals,Low,Light,Excellent
227,2025-12-23 22:43:00,MAIN_BLOCK,FLOOR1,Classroom,69,737.51,112.05,57.75,52.85,3.13,-63.0,Sunny,FlashMob,Low,Light,Excellent
228,2025-03-25 07:28:00,MAIN_BLOCK,FLOOR2,Computer Lab,53,374.12,120.85,61.75,42.45,2.01,-36.0,Sunny,Thiran,Low,Light,Excellent
229,2025-05-30 14:00:00,MAIN_BLOCK,GROUND,Chemistry Lab,142,1242.46,71.9,39.5,100.3,4.13,-58.0,Sunny,No_Event,Medium,Moderate,Poor
230,2025-01-26 00:35:00,AI_BLOCK,FLOOR3,Cyber Lab,45,642.35,125.25,63.75,37.25,2.39,-59.0,Cloudy,Freshwarite,Low,Light,Excellent
231,2025-07-19 12:33:00,MECH_BLOCK,GROUND,CAD Lab,148,1848.93,68.6,38.0,104.2,3.74,-74.0,Sunny,No_Event,Medium,Moderate,Poor
232,2025-11-21 07:36:00,MECH_BLOCK,FLOOR1,Classroom,74,559.57,109.3,56.5,56.1,3.37,-63.0,Rainy,No_Event,Low,Light,Excellent
233,2025-03-14 08:51:00,MECH_BLOCK,FLOOR1,Classroom,105,755.24,92.25,48.75,76.25,4.32,-45.0,Cloudy,FlashMob,Medium,Moderate,Good
234,2025-01-05 02:21:00,HOSTEL_BOYS,GROUND,Hostel,91,957.6,99.95,52.25,67.15,3.12,-56.0,Sunny,Thiran,Low,Light,Good
235,2025-11-03 13:40:00,MECH_BLOCK,GROUND,Lab,123,1298.26,82.35,44.25,87.95,3.43,-36.0,Cloudy,Culturals,Medium,Moderate,Good
236,2025-01-06 12:47:00,MECH_BLOCK,GROUND,CAD Lab,166,2268.06,58.7,33.5,115.9,3.82,-38.0,Sunny,No_Event,Medium,Moderate,Poor
237,2025-06-12 21:15:00,MAIN_BLOCK,GROUND,Chemistry Lab,70,458.65,111.5,57.5,53.5,3.46,-71.0,Rainy,No_Event,Low,Light,Excellent
238,2025-06-23 22:57:00,AI_BLOCK,FLOOR2,Classroom,70,857.87,111.5,57.5,53.5,3.87,-62.0,Cloudy,No_Event,Low,Light,Excellent
239,2025-05-21 07:36:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,46,562.55,124.7,63.5,37.9,1.54,-77.0,Cloudy,No_Event,Low,Light,Excellent
240,2025-12-09 11:18:00,MAIN_BLOCK,FLOOR1,Auditorium,192,2285.09,44.4,27.0,132.8,6.04,-44.0,Sunny,No_Event,High,Heavy,Poor
241,2025-12-07 00:26:00,MAIN_BLOCK,FLOOR2,IT Project Lab,44,268.37,125.8,64.0,36.6,2.21,-54.0,Cloudy,Freshwarite,Low,Light,Excellent
242,2025-06-12 15:33:00,AI_BLOCK,FLOOR1,Classroom,101,730.63,94.45,49.75,73.65,3.59,-80.0,Rainy,No_Event,Medium,Moderate,Good
243,2025-08-12 06:17:00,MECH_BLOCK,GROUND,Lab,92,1215.67,99.4,52.0,67.8,4.26,-45.0,Cloudy,No_Event,Low,Light,Good
244,2025-12-16 03:14:00,MECH_BLOCK,FLOOR3,Lab,91,763.87,99.95,52.25,67.15,2.62,-77.0,Sunny,No_Event,Low,Light,Good
245,2025-07-21 18:04:00,AI_BLOCK,GROUND,Robospace,81,1058.28,105.45,54.75,60.65,3.9,-40.0,Sunny,Thiran,Low,Light,Good
246,2025-01-03 05:11:00,MECH_BLOCK,FLOOR3,Lab,40,531.2,128.0,65.0,34.0,1.45,-48.0,Sunny,FlashMob,Low,Light,Excellent
247,2025-10-15 03:37:00,MAIN_BLOCK,FLOOR3,Classroom,73,691.83,109.85,56.75,55.45,2.86,-66.0,Sunny,Freshwarite,Low,Light,Excellent
248,2025-01-05 22:19:00,MECH_BLOCK,FLOOR3,Lab,84,617.53,103.8,54.0,62.6,3.65,-80.0,Rainy,Culturals,Low,Light,Good
249,2025-06-05 02:12:00,AI_BLOCK,FLOOR2,Synapse Studio,310,2061.12,8.0,5.0,209.5,6.84,-57.0,Sunny,Culturals,High,Heavy,Poor
250,2025-04-13 12:03:00,MECH_BLOCK,FLOOR3,Lab,177,1534.38,52.65,30.75,123.05,4.74,-66.0,Sunny,Culturals,Medium,Moderate,Poor
251,2025-11-10 06:42:00,AI_BLOCK,GROUND,AI Lab,44,525.48,125.8,64.0,36.6,2.91,-71.0,Rainy,No_Event,Low,Light,Excellent
252,2025-01-28 06:39:00,HOSTEL_GIRLS,GROUND,Hostel,64,946.17,114.8,59.0,49.6,3.11,-78.0,Sunny,Culturals,Low,Light,Excellent
253,2025-11-11 10:16:00,MAIN_BLOCK,FLOOR1,Auditorium,408,2907.86,8.0,5.0,273.2,9.61,-79.0,Sunny,Freshwarite,High,Heavy,Poor
254,2025-03-20 11:10:00,MECH_BLOCK,GROUND,Lab,146,1171.14,69.7,38.5,102.9,4.16,-67.0,Cloudy,No_Event,Medium,Moderate,Poor
255,2025-11-23 20:01:00,AI_BLOCK,FLOOR2,Classroom,69,990.49,112.05,57.75,52.85,3.23,-60.0,Cloudy,No_Event,Low,Light,Excellent
256,2025-03-25 08:29:00,HOSTEL_GIRLS,GROUND,Hostel,51,727.79,121.95,62.25,41.15,2.02,-58.0,Rainy,Freshwarite,Low,Light,Excellent
257,2025-08-28 09:10:00,AI_BLOCK,FLOOR1,Classroom,132,1432.99,77.4,42.0,93.8,4.6,-79.0,Rainy,Thiran,Medium,Moderate,Good
258,2025-08-09 17:55:00,AMENITY,GROUND,Music Room,118,1245.22,85.1,45.5,84.7,4.54,-68.0,Rainy,No_Event,Medium,Moderate,Good
259,2025-01-03 14:34:00,AI_BLOCK,FLOOR2,GenAI Lab,127,1102.1,80.15,43.25,90.55,4.17,-52.0,Sunny,No_Event,Medium,Moderate,Good
260,2025-04-06 03:18:00,MARIO,GROUND,Snack Corner,47,477.24,124.15,63.25,38.55,1.46,-80.0,Rainy,FlashMob,Low,Light,Excellent
261,2025-11-04 13:22:00,MAIN_BLOCK,FLOOR1,Classroom,174,2073.74,54.3,31.5,121.1,4.6,-60.0,Sunny,No_Event,Medium,Moderate,Poor
262,2025-04-19 17:30:00,AI_BLOCK,FLOOR3,Data Visualization Lab,52,564.11,121.4,62.0,41.8,2.59,-39.0,Cloudy,FlashMob,Low,Light,Excellent
263,2025-12-25 14:49:00,AI_BLOCK,FLOOR3,Cyber Lab,160,2039.35,62.0,35.0,112.0,5.22,-61.0,Cloudy,No_Event,Medium,Moderate,Poor
264,2025-11-07 19:17:00,MECH_BLOCK,GROUND,FABLAB,97,903.53,96.65,50.75,71.05,3.34,-61.0,Rainy,No_Event,Low,Light,Good
265,2025-03-21 19:14:00,MAIN_BLOCK,FLOOR3,Classroom,93,1140.23,98.85,51.75,68.45,2.37,-43.0,Cloudy,No_Event,Low,Light,Good
266,2025-01-24 12:08:00,MAIN_BLOCK,FLOOR1,Auditorium,109,1154.42,90.05,47.75,78.85,4.13,-44.0,Sunny,No_Event,Medium,Moderate,Good
267,2025-10-17 04:41:00,MECH_BLOCK,FLOOR2,Lab,43,278.44,126.35,64.25,35.95,2.33,-51.0,Rainy,No_Event,Low,Light,Excellent
268,2025-10-10 22:42:00,AI_BLOCK,GROUND,Robospace,88,1032.1,101.6,53.0,65.2,2.56,-57.0,Rainy,No_Event,Low,Light,Good
269,2025-04-17 04:09:00,MECH_BLOCK,GROUND,CAD Lab,70,939.83,111.5,57.5,53.5,2.94,-36.0,Cloudy,No_Event,Low,Light,Excellent
270,2025-07-22 01:58:00,MARIO,GROUND,Snack Corner,57,532.54,118.65,60.75,45.05,1.77,-53.0,Sunny,Freshwarite,Low,Light,Excellent
271,2025-01-24 11:07:00,MECH_BLOCK,GROUND,FABLAB,175,2051.98,53.75,31.25,121.75,5.57,-54.0,Cloudy,No_Event,Medium,Moderate,Poor
272,2025-05-11 21:30:00,MECH_BLOCK,FLOOR2,Library,55,430.45,119.75,61.25,43.75,2.73,-71.0,Rainy,FlashMob,Low,Light,Excellent
273,2025-08-08 16:44:00,MAIN_BLOCK,GROUND,Classroom,155,2226.82,64.75,36.25,108.75,5.17,-62.0,Rainy,No_Event,Medium,Moderate,Poor
274,2025-07-07 14:23:00,AI_BLOCK,FLOOR3,Cyber Lab,138,1397.07,74.1,40.5,97.7,4.23,-75.0,Sunny,No_Event,Medium,Moderate,Good
275,2025-04-15 17:07:00,AI_BLOCK,FLOOR3,Cyber Lab,78,816.52,95.55,55.5,58.7,2.93,-45.0,Cloudy,Freshwarite,Low,Light,Excellent
276,2025-12-18 03:39:00,MAIN_BLOCK,FLOOR2,Code Studio,63,645.66,115.35,59.25,48.95,1.79,-57.0,Sunny,No_Event,Low,Light,Excellent
277,2025-09-11 18:46:00,MARIO,GROUND,Snack Corner,53,437.03,120.85,61.75,42.45,2.1,-50.0,Rainy,Freshwarite,Low,Light,Excellent
278,2025-10-23 23:08:00,AI_BLOCK,FLOOR2,Classroom,84,1148.94,103.8,54.0,62.6,2.27,-63.0,Cloudy,FlashMob,Low,Light,Good
279,2025-01-12 20:33:00,AI_BLOCK,FLOOR1,Classroom,109,1536.74,90.05,47.75,78.85,2.72,-70.0,Sunny,Freshwarite,Medium,Moderate,Good
280,2025-06-24 13:11:00,AI_BLOCK,FLOOR1,ML Lab,131,1762.06,77.95,42.25,93.15,4.7,-67.0,Rainy,Freshwarite,Medium,Moderate,Good
281,2025-12-30 11:14:00,AI_BLOCK,FLOOR1,Classroom,156,1369.41,64.2,36.0,109.4,5.51,-69.0,Rainy,No_Event,Medium,Moderate,Poor
282,2025-04-22 08:52:00,BUS_AREA,GROUND,Bus Bay,110,1336.92,89.5,47.5,79.5,3.79,-58.0,Rainy,FlashMob,Medium,Moderate,Good
283,2025-07-14 20:58:00,AMENITY,GROUND,Food Court,204,2349.28,37.8,24.0,140.6,5.03,-47.0,Sunny,Freshwarite,High,Heavy,Poor
284,2025-01-10 03:00:00,MAIN_BLOCK,GROUND,Library,61,832.64,116.45,59.75,47.65,3.06,-47.0,Sunny,No_Event,Low,Light,Excellent
285,2025-10-10 01:00:00,MECH_BLOCK,FLOOR2,Lab,115,754.45,86.75,46.25,82.75,3.83,-71.0,Rainy,Thiran,Medium,Moderate,Good
286,2025-08-15 09:42:00,HOSTEL_GIRLS,GROUND,Hostel,65,583.18,114.25,58.75,50.25,3.31,-59.0,Sunny,No_Event,Low,Light,Excellent
287,2025-05-22 01:27:00,MECH_BLOCK,FLOOR2,Library,53,431.91,120.85,61.75,42.45,2.46,-53.0,Sunny,Thiran,Low,Light,Excellent
288,2025-12-23 04:00:00,AI_BLOCK,FLOOR3,Cyber Lab,64,438.23,114.8,59.0,49.6,2.47,-37.0,Rainy,No_Event,Low,Light,Excellent
289,2025-11-05 07:05:00,BUS_AREA,GROUND,Bus Bay,78,929.06,107.1,55.5,58.7,3.7,-38.0,Rainy,Thiran,Low,Light,Excellent
290,2025-12-28 10:58:00,AI_BLOCK,GROUND,AI Lab,108,927.1,90.6,48.0,78.2,4.25,-45.0,Rainy,Culturals,Medium,Moderate,Good
291,2025-10-06 02:15:00,AI_BLOCK,FLOOR1,Classroom,86,667.58,102.7,53.5,63.9,4.01,-63.0,Rainy,FlashMob,Low,Light,Good
292,2025-05-25 12:59:00,AI_BLOCK,FLOOR1,ML Lab,171,1584.81,55.95,32.25,119.15,5.71,-38.0,Cloudy,Freshwarite,Medium,Moderate,Poor
293,2025-11-29 04:16:00,BUS_AREA,GROUND,Bus Bay,71,844.09,110.95,57.25,54.15,2.22,-77.0,Rainy,Culturals,Low,Light,Excellent
294,2025-07-09 19:49:00,MARIO,GROUND,Snack Corner,58,808.62,118.1,60.5,45.7,3.27,-65.0,Cloudy,Thiran,Low,Light,Excellent
295,2025-04-19 11:42:00,MAIN_BLOCK,GROUND,Library,139,1627.97,95.55,40.25,98.35,3.61,-43.0,Sunny,Freshwarite,Medium,Moderate,Good
296,2025-10-06 15:00:00,HOSTEL_BOYS,GROUND,Hostel,107,1334.74,91.15,48.25,77.55,4.42,-76.0,Sunny,No_Event,Medium,Moderate,Good
297,2025-03-09 21:16:00,AMENITY,GROUND,Food Court,89,622.71,101.05,52.75,65.85,3.8,-70.0,Sunny,No_Event,Low,Light,Good
298,2025-11-06 06:38:00,MAIN_BLOCK,GROUND,Chemistry Lab,42,584.57,126.9,64.5,35.3,2.39,-60.0,Sunny,No_Event,Low,Light,Excellent
299,2025-05-31 13:43:00,AMENITY,GROUND,Food Court,205,2900.39,37.25,23.75,141.25,6.08,-63.0,Cloudy,No_Event,High,Heavy,Poor
300,2025-03-15 04:40:00,MECH_BLOCK,GROUND,FABLAB,56,760.09,119.2,61.0,44.4,2.56,-66.0,Rainy,Thiran,Low,Light,Excellent
301,2025-11-21 21:54:00,AI_BLOCK,FLOOR3,Data Visualization Lab,55,382.64,119.75,61.25,43.75,2.23,-53.0,Sunny,No_Event,Low,Light,Excellent
302,2025-03-14 16:08:00,MAIN_BLOCK,FLOOR2,Code Studio,134,1641.15,76.3,41.5,95.1,4.21,-43.0,Sunny,Culturals,Medium,Moderate,Good
303,2025-11-04 20:36:00,MECH_BLOCK,FLOOR2,Library,53,749.02,95.55,61.75,42.45,2.03,-72.0,Cloudy,No_Event,Low,Light,Excellent
304,2025-04-09 06:41:00,MECH_BLOCK,GROUND,Lab,45,541.65,125.25,63.75,37.25,2.52,-54.0,Rainy,No_Event,Low,Light,Excellent
305,2025-07-03 21:23:00,MECH_BLOCK,FLOOR1,Classroom,101,951.78,94.45,49.75,73.65,4.47,-67.0,Sunny,Culturals,Medium,Moderate,Good
306,2025-04-07 21:44:00,AI_BLOCK,FLOOR1,ML Lab,61,837.23,116.45,59.75,47.65,2.3,-78.0,Cloudy,Thiran,Low,Light,Excellent
307,2025-11-11 12:11:00,AI_BLOCK,GROUND,AI Lab,229,2526.48,24.05,17.75,156.85,6.34,-62.0,Sunny,Freshwarite,High,Heavy,Poor
308,2025-08-05 19:49:00,MECH_BLOCK,FLOOR1,Classroom,79,661.22,106.55,55.25,59.35,2.17,-48.0,Sunny,No_Event,Low,Light,Excellent
309,2025-08-03 11:57:00,AI_BLOCK,FLOOR2,Classroom,188,1209.46,46.6,28.0,130.2,6.07,-58.0,Rainy,No_Event,High,Heavy,Poor
310,2025-08-27 19:52:00,MAIN_BLOCK,GROUND,Chemistry Lab,80,1192.1,106.0,55.0,60.0,3.35,-65.0,Sunny,Thiran,Low,Light,Good
311,2025-02-21 22:53:00,AMENITY,GROUND,Music Room,50,747.95,122.5,62.5,40.5,3.21,-60.0,Sunny,No_Event,Low,Light,Excellent
312,2025-11-25 00:47:00,MAIN_BLOCK,FLOOR1,Classroom,83,583.85,104.35,54.25,61.95,2.35,-72.0,Sunny,No_Event,Low,Light,Good
313,2025-08-05 16:23:00,MAIN_BLOCK,FLOOR1,Auditorium,311,4414.98,8.0,5.0,210.15,7.65,-66.0,Sunny,Culturals,High,Heavy,Poor
314,2025-03-30 17:55:00,AI_BLOCK,GROUND,AI Lab,60,700.91,117.0,60.0,47.0,2.88,-52.0,Sunny,Thiran,Low,Light,Excellent
315,2025-10-31 04:11:00,MAIN_BLOCK,FLOOR1,Auditorium,105,886.63,92.25,48.75,76.25,3.55,-40.0,Cloudy,No_Event,Medium,Moderate,Good
316,2025-07-31 06:14:00,MAIN_BLOCK,GROUND,Library,64,385.68,114.8,59.0,49.6,1.86,-75.0,Cloudy,Thiran,Low,Light,Excellent
317,2025-09-17 21:06:00,AI_BLOCK,FLOOR3,Cyber Lab,96,862.28,97.2,51.0,70.4,3.38,-41.0,Cloudy,No_Event,Low,Light,Good
318,2025-05-21 13:36:00,MECH_BLOCK,FLOOR1,Classroom,163,1050.61,60.35,34.25,113.95,5.43,-58.0,Sunny,Thiran,Medium,Moderate,Poor
319,2025-10-12 16:20:00,BUS_AREA,GROUND,Bus Bay,103,1093.24,95.55,49.25,74.95,3.15,-40.0,Sunny,No_Event,Medium,Moderate,Good
320,2025-04-05 19:35:00,MAIN_BLOCK,FLOOR3,Cybernet Lab,80,1069.11,106.0,55.0,60.0,3.16,-42.0,Sunny,No_Event,Low,Light,Good
